name,error,ourWeekSub,sbWeekSub,ourWeekPaid,sbWeekPaid,ourWeekOop,sbWeekOop,ourFnOop,sbFnOop,ourFnFees,sbFnFees,ourPct,sbShownPct,dWeekSub,dWeekPaid,dWeekOop,dFnOop,dFnFees,pass
gen-392,,546.84,546.8,519.5,519.46,555.5,555.54,1111,1111.08,2150,2150,90,90,0.04,0.04,-0.04,-0.08,0,false
gen-393,,22.2,22.2,21.09,21.09,159.92,159.91,319.83,319.82,362,362,55.63,56,0,0,0.01,0.01,0,true
gen-394,,31.2,31.2,29.64,29.64,54.36,54.36,108.72,108.72,168,168,37.14,37,0,0,0,0,0,true
gen-395,,0,0,0,0,84,84,168,168,168,168,0,0,0,0,0,0,0,true
gen-396,,34.35,34.4,32.64,32.68,661.36,661.32,1322.72,1322.64,1388,1388,5.13,5,-0.05,-0.04,0.04,0.08,0,false
gen-397,,621.53,621.44,590.45,590.37,266.55,266.65,533.1,533.28,1714,1714,77.03,93,0.09,0.08,-0.1,-0.18,0,false
gen-398,,284.9,284.81,270.65,270.57,1517.35,1517.45,3034.69,3034.88,3576,3576,21.8,22,0.09,0.08,-0.1,-0.19,0,false
gen-399,,0,0,0,0,328,328,656,656,656,656,0,0,0,0,0,0,0,true
gen-400,,560.62,560.53,532.59,532.5,722.42,722.51,1444.83,1445.01,2510,2510,49.49,73,0.09,0.09,-0.09,-0.18,0,false
gen-401,,146.92,147.04,139.57,139.69,342.43,342.31,684.86,684.62,964,964,37.56,38,-0.12,-0.12,0.12,0.24,0,false
gen-402,,4.86,4.84,4.62,4.6,221.39,221.4,442.77,442.8,452,452,9.13,9,0.02,0.02,-0.01,-0.03,0,false
gen-403,,0,0,0,0,405,405,810,810,810,810,0,0,0,0,0,0,0,true
gen-404,,31.68,31.68,30.09,30.1,215.91,215.91,431.82,431.81,492,492,23.17,23,0,-0.01,0,0.01,0,true
gen-405,,0,0,0,0,550,550,1100,1100,1100,1100,0,0,0,0,0,0,0,true
gen-406,,46.23,46.24,43.92,43.93,218.08,218.07,436.16,436.14,524,524,43.45,43,-0.01,-0.01,0.01,0.02,0,false
gen-407,,541.62,541.6,514.54,514.52,280.46,280.48,560.93,560.96,1590,1590,89.14,89,0.02,0.02,-0.02,-0.03,0,false
gen-408,,29.96,29.97,28.47,28.47,108.54,108.53,217.07,217.06,274,274,75.09,75,-0.01,0,0.01,0.01,0,true
gen-409,,25.91,25.9,24.61,24.61,218.4,218.4,436.79,436.79,486,486,19.3,19,0.01,0,0,0,0,true
gen-410,,151.17,151.2,143.61,143.64,194.39,194.36,388.78,388.72,676,676,49.76,50,-0.03,-0.03,0.03,0.06,0,false
gen-411,,164.24,164.35,156.03,156.13,494.98,494.88,989.95,989.75,1302,1302,37.42,37,-0.11,-0.1,0.1,0.2,0,false
gen-412,,148.15,148.23,140.74,140.82,138.26,138.18,276.52,276.36,558,558,53.1,53,-0.08,-0.08,0.08,0.16,0,false
gen-413,,0,0,0,0,320,320,640,640,640,640,0,0,0,0,0,0,0,true
gen-414,,0,0,0,0,96,96,192,192,192,192,0,0,0,0,0,0,0,true
gen-415,,670.44,670.28,636.92,636.76,1629.09,1629.25,3258.17,3258.49,4532,4532,73.17,73,0.16,0.16,-0.16,-0.32,0,false
gen-416,,47.93,47.88,45.53,45.48,395.47,395.51,790.94,791.03,882,882,17.21,17,0.05,0.05,-0.04,-0.09,0,false
gen-417,,88.28,88.2,83.86,83.79,481.14,481.21,962.28,962.42,1130,1130,26.04,26,0.08,0.07,-0.07,-0.14,0,false
gen-418,,189.59,189.56,180.11,180.08,190.89,190.93,381.78,381.85,742,742,84.3,84,0.03,0.03,-0.04,-0.07,0,false
gen-419,,374.86,375.13,356.12,356.37,1253.88,1253.64,2507.76,2507.27,3220,3220,48.01,48,-0.27,-0.25,0.24,0.49,0,false
gen-420,,90.31,90.33,85.8,85.81,218.21,218.2,436.41,436.39,608,608,84.88,85,-0.02,-0.01,0.01,0.02,0,false
gen-421,,339.94,339.73,322.94,322.75,971.07,971.26,1942.13,1942.51,2588,2588,53.6,54,0.21,0.19,-0.19,-0.38,0,false
gen-422,,0,0,0,0,1194,1194,2388,2388,2388,2388,0,0,0,0,0,0,0,true
gen-423,,25.84,25.84,24.54,24.55,747.46,747.45,1494.92,1494.9,1544,1544,24.28,24,0,-0.01,0.01,0.02,0,false
gen-424,,50.69,50.64,48.16,48.11,147.85,147.89,295.69,295.78,392,392,30,30,0.05,0.05,-0.04,-0.09,0,false
gen-425,,145.66,145.79,138.38,138.5,953.63,953.51,1907.25,1907.01,2184,2184,21.92,22,-0.13,-0.12,0.12,0.24,0,false
gen-426,,19.44,19.44,18.47,18.47,281.54,281.53,563.07,563.06,600,600,7.67,8,0,0,0.01,0.01,0,true
gen-427,,1043.59,1043.73,991.42,991.54,910.59,910.46,1821.17,1820.93,3804,3804,56.22,56,-0.14,-0.12,0.13,0.24,0,false
gen-428,,200.65,200.71,190.61,190.67,425.4,425.34,850.79,850.67,1232,1232,49.48,49,-0.06,-0.06,0.06,0.12,0,false
gen-429,,187.28,187.37,177.92,178,249.09,249.01,498.17,498.01,854,854,43.86,44,-0.09,-0.08,0.08,0.16,0,false
gen-430,,300.76,300.75,285.73,285.71,66.28,66.3,132.55,132.59,704,704,90,90,0.01,0.02,-0.02,-0.04,0,false
gen-431,,141.7,141.61,134.62,134.53,464.39,464.48,928.77,928.95,1198,1198,23.78,24,0.09,0.09,-0.09,-0.18,0,false
gen-432,,205.01,204.84,194.76,194.6,613.24,613.4,1226.48,1226.8,1616,1616,37.49,37,0.17,0.16,-0.16,-0.32,0,false
gen-433,,17.39,17.28,16.52,16.42,601.49,601.59,1202.97,1203.17,1236,1236,3.43,3,0.11,0.1,-0.1,-0.2,0,false
gen-434,,422.96,423,401.81,401.85,1124.19,1124.15,2248.38,2248.3,3052,3052,33.16,33,-0.04,-0.04,0.04,0.08,0,false
gen-435,,170.98,170.99,162.44,162.44,707.57,707.57,1415.13,1415.13,1740,1740,90,90,-0.01,0,0,0,0,true
gen-436,,0,0,0,0,1312,1312,2624,2624,2624,2624,0,0,0,0,0,0,0,true
gen-437,,327.76,327.97,311.37,311.57,1048.63,1048.44,2097.26,2096.87,2720,2720,38.25,38,-0.21,-0.2,0.19,0.39,0,false
gen-438,,0,0,0,0,1156,1156,2312,2312,2312,2312,0,0,0,0,0,0,0,true
gen-439,,208.8,208.8,198.36,198.36,33.64,33.64,67.28,67.28,464,464,90,90,0,0,0,0,0,true
gen-440,,0,0,0,0,464,464,928,928,928,928,0,0,0,0,0,0,0,true
gen-441,,500.97,500.89,475.92,475.84,670.08,670.17,1340.16,1340.33,2292,2292,85.39,85,0.08,0.08,-0.09,-0.17,0,false
gen-442,,628.04,627.91,596.64,596.51,718.37,718.5,1436.73,1436.99,2630,2630,90,90,0.13,0.13,-0.13,-0.26,0,false
gen-443,,66.26,66.24,62.95,62.93,49.06,49.07,98.11,98.14,224,224,59.16,59,0.02,0.02,-0.01,-0.03,0,false
gen-444,,432.32,432.55,410.71,410.92,475.3,475.09,950.59,950.17,1772,1772,49.27,49,-0.23,-0.21,0.21,0.42,0,false
gen-445,,315,315,299.25,299.25,120.75,120.75,241.5,241.5,840,840,90,90,0,0,0,0,0,true
gen-446,,916.57,916.57,870.75,870.74,377.26,377.26,754.51,754.53,2496,2496,90,90,0,0.01,0,-0.02,0,false
gen-447,,56.58,56.55,53.75,53.72,486.25,486.28,972.5,972.56,1080,1080,28.36,28,0.03,0.03,-0.03,-0.06,0,false
gen-448,,178.68,115.75,169.74,109.96,444.26,288.05,888.52,576.09,1228,796,29.1,29,62.93,59.78,156.21,312.43,432,false
gen-449,,205.58,205.56,195.31,195.28,789.7,789.73,1579.39,1579.44,1970,1970,53.77,80,0.02,0.03,-0.03,-0.05,0,false
gen-450,,1140.45,1140.6,1083.43,1083.57,460.57,460.43,921.14,920.86,3088,3088,83.48,95,-0.15,-0.14,0.14,0.28,0,false
gen-451,,409.42,409.33,388.95,388.86,167.06,167.15,334.11,334.29,1112,1112,90,90,0.09,0.09,-0.09,-0.18,0,false
gen-452,,573.68,573.82,545,545.13,1187,1186.89,2374,2373.76,3464,3464,39.51,40,-0.14,-0.13,0.11,0.24,0,false
gen-453,,29.57,29.71,28.09,28.22,415.91,415.79,831.82,831.57,888,888,7.41,7,-0.14,-0.13,0.12,0.25,0,false
gen-454,,134.9,134.82,128.15,128.09,1120.85,1120.94,2241.7,2241.85,2498,2498,16.84,17,0.08,0.06,-0.09,-0.15,0,false
gen-455,,388.8,388.75,369.36,369.31,62.64,62.7,125.28,125.39,864,864,90,90,0.05,0.05,-0.06,-0.11,0,false
gen-456,,302.4,302.4,287.28,287.28,160.72,160.72,321.44,321.44,896,896,90,90,0,0,0,0,0,true
gen-457,,732.95,249.76,696.3,237.27,160.7,63.73,321.4,127.46,1714,602,90,90,483.19,459.03,96.97,193.94,1112,false
gen-458,,257.75,257.84,244.86,244.95,331.14,331.05,662.28,662.1,1152,1152,56.42,80,-0.09,-0.09,0.09,0.18,0,false
gen-459,,333.9,334.08,317.21,317.38,134.79,134.63,269.59,269.25,904,904,82.08,82,-0.18,-0.17,0.16,0.34,0,false
